"IdReparacion","IdMoto","IdUsuario","Descripcion","Estado","FechaInicio","FechaFin","Total","Fase"
"631","1392","4470","Ajuste de clutch y transmisión.","Finalizado","2026-03-04 00:00:00","2026-03-04 00:00:00","5055","Entregado"
"632","4017","3408","Cambio de aceite y filtro.","Finalizado","2026-03-23 00:00:00","2026-03-23 00:00:00","2801","Cliente informado"
"633","4276","3738","Ajuste de clutch y transmisión.","Finalizado","2026-03-25 00:00:00","2026-03-29 00:00:00","963","Entregado"
"634","1732","3477","Cambio de llanta trasera.","Finalizado","2026-03-06 00:00:00","2026-03-10 00:00:00","3187","Cliente informado"
"635","4709","4253","Reparación de frenos delanteros.","Finalizado","2026-03-03 00:00:00","2026-03-05 00:00:00","2855","Entregado"
"636","2546","429","Reparación de frenos delanteros.","Finalizado","2026-03-08 00:00:00","2026-03-10 00:00:00","3443","Cliente informado"
"637","428","321","Ajuste de clutch y transmisión.","Finalizado","2026-03-19 00:00:00","2026-03-20 00:00:00","1995","Entregado"
"638","4898","257","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-13 00:00:00","2026-03-14 00:00:00","5115","Cliente informado"
"639","2806","5149","Cambio de llanta trasera.","Finalizado","2026-03-29 00:00:00","2026-04-01 00:00:00","150","Entregado"
"640","3118","2901","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-19 00:00:00","2026-03-23 00:00:00","5472","Cliente informado"
"641","2016","4735","Cambio de cadena y sprocket.","Finalizado","2026-03-04 00:00:00","2026-03-04 00:00:00","4902","Entregado"
"642","3786","493","Ajuste de clutch y transmisión.","Finalizado","2026-03-12 00:00:00","2026-03-13 00:00:00","2688","Cliente informado"
"643","3961","4270","Reemplazo de pastillas de freno.","Finalizado","2026-03-03 00:00:00","2026-03-05 00:00:00","2431","Entregado"
"644","3651","15","Ajuste de clutch y transmisión.","Finalizado","2026-03-07 00:00:00","2026-03-08 00:00:00","4328","Cliente informado"
"645","2970","4794","Reparación de frenos delanteros.","En proceso","2026-03-24 00:00:00","2026-03-25 00:00:00","4889","Entregado"
"646","695","4490","Reparación de frenos delanteros.","Finalizado","2026-03-17 00:00:00","2026-03-07 00:00:00","4733","Cliente informado"
"647","2855","2646","Cambio de aceite y filtro.","Finalizado","2026-03-28 00:00:00","2026-03-29 00:00:00","150","Entregado"
"648","1650","2517","Cambio de bujía y calibración.","Finalizado","2026-03-10 00:00:00","2026-03-11 00:00:00","1027","Cliente informado"
"649","3852","1984","Reparación de frenos delanteros.","Finalizado","2026-03-11 00:00:00","2026-03-15 00:00:00","3150","Entregado"
"650","3806","2037","Alineación de ruedas y balanceo.","Entregado","2026-03-15 00:00:00","2026-03-19 00:00:00","2483","Cliente informado"
"651","4844","1735","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-24 00:00:00","2026-03-27 00:00:00","2942","Entregado"
"652","2338","3092","Cambio de cadena y sprocket.","Finalizado","2026-03-01 00:00:00","2026-03-05 00:00:00","2583","Cliente informado"
"653","3156","4101","Ajuste de clutch y transmisión.","Finalizado","2026-03-08 00:00:00","2026-03-12 00:00:00","3292","Entregado"
"654","3384","1446","Ajuste y limpieza de carburador.","Finalizado","2026-03-18 00:00:00","2026-03-18 00:00:00","1826","Cliente informado"
"655","3185","4552","Reemplazo de pastillas de freno.","Finalizado","2026-03-22 00:00:00","2026-03-26 00:00:00","3162","Entregado"
"656","4715","2721","Cambio de cadena y sprocket.","Finalizado","2026-03-01 00:00:00","2026-03-01 00:00:00","4567","Cliente informado"
"657","2325","3308","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-23 00:00:00","2026-03-26 00:00:00","2861","Entregado"
"658","2774","3021","Cambio de bujía y calibración.","En proceso","2026-03-24 00:00:00","2026-03-25 00:00:00","5241","Cliente informado"
"659","4019","1202","Diagnóstico de falla de encendido.","Finalizado","2026-03-21 00:00:00","2026-03-21 00:00:00","4843","Entregado"
"660","4573","132","Alineación de ruedas y balanceo.","Finalizado","2026-03-09 00:00:00","2026-03-12 00:00:00","712","Cliente informado"
"661","338","982","Cambio de bujía y calibración.","Finalizado","2026-03-28 00:00:00","2026-04-01 00:00:00","1423","Entregado"
"662","580","1811","Ajuste de clutch y transmisión.","Finalizado","2026-03-16 00:00:00","2026-03-17 00:00:00","1385","Cliente informado"
"663","3524","412","Diagnóstico de falla de encendido.","Finalizado","2026-03-23 00:00:00","2026-03-25 00:00:00","4420","Entregado"
"664","1046","2124","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-23 00:00:00","2026-03-24 00:00:00","2785","Cliente informado"
"665","977","3741","Cambio de aceite y filtro.","Finalizado","2026-03-14 00:00:00","2026-03-16 00:00:00","4561","Entregado"
"666","57","5056","Ajuste y limpieza de carburador.","Finalizado","2026-03-02 00:00:00","2026-03-05 00:00:00","5339","Cliente informado"
"667","524","60","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-06 00:00:00","2026-03-10 00:00:00","3068","Entregado"
"668","2670","60","Cambio de cadena y sprocket.","Finalizado","2026-03-20 00:00:00","2026-03-20 00:00:00","4537","Cliente informado"
"669","2396","3570","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-10 00:00:00","2026-03-12 00:00:00","2817","Entregado"
"670","3195","248","Reparación de suspensión delantera.","Entregado","2026-03-05 00:00:00","2026-03-09 00:00:00","3544","Cliente informado"
"671","3638","2264","Cambio de cadena y sprocket.","Finalizado","2026-03-18 00:00:00","2026-03-22 00:00:00","5450","Entregado"
"672","4099","130","Cambio de aceite y filtro.","Finalizado","2026-03-29 00:00:00","2026-04-01 00:00:00","1349","Cliente informado"
"673","4697","4363","Ajuste y limpieza de carburador.","Finalizado","2026-03-13 00:00:00","2026-03-13 00:00:00","5454","Entregado"
"674","3001","746","Reparación de suspensión delantera.","En proceso","2026-03-02 00:00:00","2026-03-03 00:00:00","3273","Cliente informado"
"675","1809","1018","Alineación de ruedas y balanceo.","Finalizado","2026-03-03 00:00:00","2026-03-03 00:00:00","653","Entregado"
"676","3750","595","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-02 00:00:00","2026-03-04 00:00:00","5035","Cliente informado"
"677","3935","823","Limpieza de sistema de inyección.","Finalizado","2026-02-28 00:00:00","2026-03-01 00:00:00","2525","Entregado"
"678","758","570","Reemplazo de pastillas de freno.","Finalizado","2026-03-26 00:00:00","2026-03-27 00:00:00","2259","Cliente informado"
"679","2546","4930","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-15 00:00:00","2026-03-18 00:00:00","2800","Entregado"
"680","862","811","Alineación de ruedas y balanceo.","Finalizado","2026-03-24 00:00:00","2026-03-28 00:00:00","2117","Cliente informado"
"681","2146","3659","Reparación de suspensión delantera.","Finalizado","2026-03-05 00:00:00","2026-03-06 00:00:00","5036","Entregado"
"682","2557","1522","Diagnóstico de falla de encendido.","Finalizado","2026-03-03 00:00:00","2026-03-06 00:00:00","2810","Cliente informado"
"683","251","4162","Ajuste y limpieza de carburador.","Finalizado","2026-03-08 00:00:00","2026-02-26 00:00:00","3220","Entregado"
"684","1098","459","Alineación de ruedas y balanceo.","Finalizado","2026-03-03 00:00:00","2026-03-06 00:00:00","1024","Cliente informado"
"685","3417","4432","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-29 00:00:00","2026-03-31 00:00:00","2936","Entregado"
"686","74","1383","Reparación de suspensión delantera.","Finalizado","2026-03-09 00:00:00","2026-03-11 00:00:00","1479","Cliente informado"
"687","3032","4385","Reparación de frenos delanteros.","Finalizado","2026-03-08 00:00:00","2026-03-12 00:00:00","1082","Entregado"
"688","243","3276","Cambio de cadena y sprocket.","Finalizado","2026-03-06 00:00:00","2026-03-10 00:00:00","4341","Cliente informado"
"689","1946","4566","Cambio de aceite y filtro.","Finalizado","2026-03-12 00:00:00","2026-03-14 00:00:00","2447","Entregado"
"690","4880","2346","Limpieza de sistema de inyección.","Finalizado","2026-03-22 00:00:00","2026-03-25 00:00:00","2613","Cliente informado"
"691","548","1857","Alineación de ruedas y balanceo.","Finalizado","2026-03-18 00:00:00","2026-03-19 00:00:00","1018","Entregado"
"692","4650","251","Cambio de aceite y filtro.","Finalizado","2026-03-23 00:00:00","2026-03-27 00:00:00","150","Cliente informado"
"693","3476","1832","Diagnóstico de falla de encendido.","Finalizado","2026-03-16 00:00:00","2026-03-18 00:00:00","1375","Entregado"
"694","551","969","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-18 00:00:00","2026-03-08 00:00:00","2258","Cliente informado"
"695","1974","4930","Reemplazo de pastillas de freno.","Finalizado","2026-03-08 00:00:00","2026-03-10 00:00:00","4936","Entregado"
"696","4452","2306","Diagnóstico de falla de encendido.","Finalizado","2026-03-09 00:00:00","2026-03-13 00:00:00","3887","Cliente informado"
"697","3744","672","Cambio de bujía y calibración.","Finalizado","2026-03-17 00:00:00","2026-03-20 00:00:00","5392","Entregado"
"698","3424","2871","Limpieza de sistema de inyección.","Finalizado","2026-03-15 00:00:00","2026-03-15 00:00:00","1502","Cliente informado"
"699","4988","4827","Limpieza de sistema de inyección.","Finalizado","2026-03-15 00:00:00","2026-03-19 00:00:00","4637","Entregado"
"700","3863","2714","Limpieza de sistema de inyección.","Finalizado","2026-03-03 00:00:00","2026-03-05 00:00:00","150","Cliente informado"
"701","3191","376","Cambio de bujía y calibración.","Finalizado","2026-03-23 00:00:00","2026-03-25 00:00:00","4594","Entregado"
"702","1082","2241","Reparación de frenos delanteros.","Finalizado","2026-03-28 00:00:00","2026-03-28 00:00:00","4007","Cliente informado"
"703","84","1427","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-10 00:00:00","2026-03-12 00:00:00","150","Entregado"
"704","4464","1935","Alineación de ruedas y balanceo.","Finalizado","2026-03-06 00:00:00","2026-03-10 00:00:00","2172","Cliente informado"
"705","35","2512","Ajuste y limpieza de carburador.","Finalizado","2026-02-28 00:00:00","2026-03-04 00:00:00","2784","Entregado"
"706","397","4584","Cambio de bujía y calibración.","Entregado","2026-03-03 00:00:00","2026-03-03 00:00:00","4989","Cliente informado"
"707","640","350","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-20 00:00:00","2026-03-24 00:00:00","2541","Entregado"
"708","4404","3124","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-18 00:00:00","2026-03-19 00:00:00","2116","Cliente informado"
"709","4652","4435","Reparación de suspensión delantera.","Finalizado","2026-03-25 00:00:00","2026-03-27 00:00:00","5015","Entregado"
"710","2040","4818","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-25 00:00:00","2026-03-26 00:00:00","2931","Cliente informado"
"711","3092","5196","Cambio de bujía y calibración.","En proceso","2026-03-23 00:00:00","2026-03-27 00:00:00","3372","Entregado"
"712","508","4268","Ajuste de clutch y transmisión.","Entregado","2026-03-21 00:00:00","2026-03-21 00:00:00","4677","Cliente informado"
"713","4181","4531","Ajuste y limpieza de carburador.","Finalizado","2026-03-09 00:00:00","2026-03-12 00:00:00","3909","Entregado"
"714","1346","4052","Limpieza de sistema de inyección.","Finalizado","2026-03-27 00:00:00","2026-03-30 00:00:00","790","Cliente informado"
"715","2426","3477","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-09 00:00:00","2026-03-11 00:00:00","1156","Entregado"
"716","2922","599","Cambio de cadena y sprocket.","Finalizado","2026-03-14 00:00:00","2026-03-04 00:00:00","4892","Cliente informado"
"717","1803","3061","Diagnóstico de falla de encendido.","En proceso","2026-03-28 00:00:00","2026-03-30 00:00:00","3758","Entregado"
"718","694","4346","Cambio de cadena y sprocket.","Finalizado","2026-03-26 00:00:00","2026-03-30 00:00:00","1230","Cliente informado"
"719","4949","2492","Cambio de bujía y calibración.","Entregado","2026-03-01 00:00:00","2026-03-02 00:00:00","3780","Entregado"
"720","4276","4136","Alineación de ruedas y balanceo.","Finalizado","2026-03-03 00:00:00","2026-03-05 00:00:00","3590","Cliente informado"
"721","3465","3096","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-17 00:00:00","2026-03-18 00:00:00","2380","Entregado"
"722","1125","1519","Alineación de ruedas y balanceo.","Finalizado","2026-03-12 00:00:00","2026-03-12 00:00:00","2446","Cliente informado"
"723","312","4221","Limpieza de sistema de inyección.","Finalizado","2026-03-26 00:00:00","2026-03-28 00:00:00","1674","Entregado"
"724","2964","4413","Cambio de cadena y sprocket.","Finalizado","2026-03-23 00:00:00","2026-03-13 00:00:00","4357","Cliente informado"
"725","1508","3606","Diagnóstico de falla de encendido.","Finalizado","2026-03-26 00:00:00","2026-03-27 00:00:00","4526","Entregado"
"726","3962","1533","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-29 00:00:00","2026-03-31 00:00:00","4403","Cliente informado"
"727","307","1393","Reparación de frenos delanteros.","Finalizado","2026-03-25 00:00:00","2026-03-29 00:00:00","3672","Entregado"
"728","2723","3492","Alineación de ruedas y balanceo.","En proceso","2026-03-05 00:00:00","2026-03-06 00:00:00","4894","Cliente informado"
"729","295","2386","Cambio de bujía y calibración.","Finalizado","2026-03-01 00:00:00","2026-03-03 00:00:00","4838","Entregado"
"730","231","1844","Alineación de ruedas y balanceo.","Finalizado","2026-03-18 00:00:00","2026-03-21 00:00:00","1716","Cliente informado"
"731","3562","5193","Cambio de bujía y calibración.","Finalizado","2026-03-24 00:00:00","2026-03-24 00:00:00","5344","Entregado"
"732","3176","2108","Limpieza de sistema de inyección.","Finalizado","2026-03-04 00:00:00","2026-03-04 00:00:00","3000","Cliente informado"
"733","2516","4849","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-05 00:00:00","2026-03-05 00:00:00","5193","Entregado"
"734","3594","214","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-10 00:00:00","2026-03-11 00:00:00","3593","Cliente informado"
"735","1929","1875","Reparación de suspensión delantera.","Finalizado","2026-03-10 00:00:00","2026-03-12 00:00:00","5115","Entregado"
"736","1801","4163","Reparación de suspensión delantera.","Finalizado","2026-03-09 00:00:00","2026-03-12 00:00:00","1064","Cliente informado"
"737","3969","2837","Cambio de cadena y sprocket.","Finalizado","2026-03-02 00:00:00","2026-03-06 00:00:00","2345","Entregado"
"738","3658","2567","Alineación de ruedas y balanceo.","Finalizado","2026-03-17 00:00:00","2026-03-17 00:00:00","4946","Cliente informado"
"739","1942","5132","Diagnóstico de falla de encendido.","Finalizado","2026-03-24 00:00:00","2026-03-24 00:00:00","2577","Entregado"
"740","1279","3947","Ajuste de clutch y transmisión.","Finalizado","2026-03-20 00:00:00","2026-03-20 00:00:00","1261","Cliente informado"
"741","3979","4752","Cambio de aceite y filtro.","Finalizado","2026-03-18 00:00:00","2026-03-21 00:00:00","1965","Entregado"
"742","4419","2732","Cambio de cadena y sprocket.","Finalizado","2026-03-20 00:00:00","2026-03-24 00:00:00","3635","Cliente informado"
"743","2155","3188","Cambio de cadena y sprocket.","Entregado","2026-03-09 00:00:00","2026-03-12 00:00:00","2230","Entregado"
"744","4900","560","Reparación de frenos delanteros.","Finalizado","2026-03-06 00:00:00","2026-03-07 00:00:00","3431","Cliente informado"
"745","2703","560","Alineación de ruedas y balanceo.","Finalizado","2026-03-04 00:00:00","2026-03-07 00:00:00","1508","Entregado"
"746","4271","233","Reemplazo de pastillas de freno.","Finalizado","2026-03-12 00:00:00","2026-03-14 00:00:00","1648","Cliente informado"
"747","2968","936","Reparación de suspensión delantera.","Finalizado","2026-03-12 00:00:00","2026-03-13 00:00:00","2569","Entregado"
"748","2053","1051","Reparación de suspensión delantera.","En proceso","2026-03-17 00:00:00","2026-03-19 00:00:00","645","Cliente informado"
"749","2957","3774","Cambio de bujía y calibración.","Finalizado","2026-03-25 00:00:00","2026-03-28 00:00:00","1879","Entregado"
"750","145","1400","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-07 00:00:00","2026-03-09 00:00:00","1700","Cliente informado"
"751","4416","773","Cambio de llanta trasera.","Finalizado","2026-03-07 00:00:00","2026-03-10 00:00:00","1767","Entregado"
"752","845","4630","Cambio de llanta trasera.","Finalizado","2026-03-27 00:00:00","2026-03-27 00:00:00","663","Cliente informado"
"753","3794","4821","Cambio de llanta trasera.","Finalizado","2026-03-20 00:00:00","2026-03-24 00:00:00","150","Entregado"
"754","4755","5309","Cambio de bujía y calibración.","Finalizado","2026-02-28 00:00:00","2026-02-18 00:00:00","2020","Cliente informado"
"755","1244","1736","Reparación de frenos delanteros.","Finalizado","2026-03-10 00:00:00","2026-03-11 00:00:00","150","Entregado"
"756","3223","4360","Diagnóstico de falla de encendido.","Finalizado","2026-03-01 00:00:00","2026-03-05 00:00:00","3373","Cliente informado"
"757","1649","773","Cambio de llanta trasera.","Finalizado","2026-03-16 00:00:00","2026-03-16 00:00:00","3563","Entregado"
"758","709","1627","Reemplazo de pastillas de freno.","Finalizado","2026-03-12 00:00:00","2026-03-15 00:00:00","560","Cliente informado"
"759","4866","871","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-13 00:00:00","2026-03-03 00:00:00","1999","Entregado"
"760","161","1051","Reemplazo de pastillas de freno.","Finalizado","2026-03-28 00:00:00","2026-03-28 00:00:00","603","Cliente informado"
"761","2492","2461","Limpieza de sistema de inyección.","Finalizado","2026-03-01 00:00:00","2026-03-04 00:00:00","5149","Entregado"
"762","332","2405","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-14 00:00:00","2026-03-16 00:00:00","150","Cliente informado"
"763","291","4745","Cambio de bujía y calibración.","Finalizado","2026-03-09 00:00:00","2026-03-11 00:00:00","3722","Entregado"
"764","1981","5026","Ajuste y limpieza de carburador.","Finalizado","2026-03-04 00:00:00","2026-03-07 00:00:00","1994","Cliente informado"
"765","4522","4978","Cambio de cadena y sprocket.","Finalizado","2026-03-11 00:00:00","2026-03-11 00:00:00","3144","Entregado"
"766","3651","3524","Diagnóstico de falla de encendido.","Finalizado","2026-03-17 00:00:00","2026-03-07 00:00:00","817","Cliente informado"
"767","264","2667","Cambio de bujía y calibración.","Finalizado","2026-03-15 00:00:00","2026-03-19 00:00:00","1291","Entregado"
"768","3688","429","Cambio de bujía y calibración.","Finalizado","2026-03-01 00:00:00","2026-03-04 00:00:00","3960","Cliente informado"
"769","3211","2692","Reparación de suspensión delantera.","Finalizado","2026-03-05 00:00:00","2026-03-05 00:00:00","1704","Entregado"
"770","3036","3051","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-23 00:00:00","2026-03-24 00:00:00","984","Cliente informado"
"771","1949","949","Ajuste y limpieza de carburador.","Finalizado","2026-03-12 00:00:00","2026-03-15 00:00:00","2978","Entregado"
"772","1785","3695","Ajuste de clutch y transmisión.","Finalizado","2026-03-08 00:00:00","2026-03-11 00:00:00","4973","Cliente informado"
"773","1527","4118","Reemplazo de pastillas de freno.","Finalizado","2026-03-06 00:00:00","2026-03-07 00:00:00","5102","Entregado"
"774","3893","2560","Reparación de frenos delanteros.","Finalizado","2026-03-03 00:00:00","2026-03-06 00:00:00","958","Cliente informado"
"775","4203","3044","Cambio de bujía y calibración.","Finalizado","2026-03-19 00:00:00","2026-03-22 00:00:00","2790","Entregado"
"776","1285","4779","Cambio de cadena y sprocket.","Finalizado","2026-03-02 00:00:00","2026-02-20 00:00:00","2441","Cliente informado"
"777","2851","2915","Reparación de frenos delanteros.","Finalizado","2026-03-20 00:00:00","2026-03-23 00:00:00","2946","Entregado"
"778","2119","2226","Reemplazo de pastillas de freno.","Finalizado","2026-03-14 00:00:00","2026-03-17 00:00:00","3663","Cliente informado"
"779","1038","925","Reparación de frenos delanteros.","Finalizado","2026-03-07 00:00:00","2026-03-08 00:00:00","3145","Entregado"
"780","1392","2945","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-08 00:00:00","2026-02-26 00:00:00","1816","Cliente informado"
"781","3588","7","Cambio de aceite y filtro.","Finalizado","2026-03-15 00:00:00","2026-03-18 00:00:00","150","Entregado"
"782","1220","1932","Cambio de aceite y filtro.","Finalizado","2026-03-29 00:00:00","2026-03-30 00:00:00","2254","Cliente informado"
"783","4022","2688","Reparación de frenos delanteros.","Finalizado","2026-03-11 00:00:00","2026-03-01 00:00:00","2413","Entregado"
"784","756","3657","Cambio de llanta trasera.","Finalizado","2026-03-07 00:00:00","2026-03-09 00:00:00","2665","Cliente informado"
"785","2226","1021","Reparación de suspensión delantera.","Finalizado","2026-03-25 00:00:00","2026-03-25 00:00:00","3113","Entregado"
"786","3722","460","Ajuste de clutch y transmisión.","Finalizado","2026-02-28 00:00:00","2026-02-28 00:00:00","1025","Cliente informado"
"787","68","5160","Reemplazo de pastillas de freno.","Finalizado","2026-03-25 00:00:00","2026-03-27 00:00:00","2339","Entregado"
"788","3535","3808","Ajuste y limpieza de carburador.","Finalizado","2026-03-10 00:00:00","2026-03-14 00:00:00","2779","Cliente informado"
"789","587","446","Cambio de llanta trasera.","Finalizado","2026-03-28 00:00:00","2026-03-28 00:00:00","2378","Entregado"
"790","717","4250","Alineación de ruedas y balanceo.","Finalizado","2026-03-04 00:00:00","2026-03-05 00:00:00","1199","Cliente informado"
"791","3813","2595","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-13 00:00:00","2026-03-15 00:00:00","2539","Entregado"
"792","4121","3388","Cambio de bujía y calibración.","Finalizado","2026-03-18 00:00:00","2026-03-18 00:00:00","4580","Cliente informado"
"793","3768","3163","Reparación de suspensión delantera.","Finalizado","2026-03-18 00:00:00","2026-03-21 00:00:00","150","Entregado"
"794","3304","1765","Reparación de frenos delanteros.","Finalizado","2026-03-24 00:00:00","2026-03-24 00:00:00","2943","Cliente informado"
"795","2589","5160","Limpieza de sistema de inyección.","Finalizado","2026-03-03 00:00:00","2026-03-06 00:00:00","4622","Entregado"
"796","406","2289","Limpieza de sistema de inyección.","Finalizado","2026-03-09 00:00:00","2026-03-12 00:00:00","2254","Cliente informado"
"797","4808","2204","Alineación de ruedas y balanceo.","Finalizado","2026-03-04 00:00:00","2026-03-07 00:00:00","3620","Entregado"
"798","3504","1781","Cambio de llanta trasera.","Finalizado","2026-03-27 00:00:00","2026-03-27 00:00:00","150","Cliente informado"
"799","3819","2832","Alineación de ruedas y balanceo.","Finalizado","2026-03-10 00:00:00","2026-03-11 00:00:00","3678","Entregado"
"800","783","192","Reparación de frenos delanteros.","Finalizado","2026-03-01 00:00:00","2026-03-04 00:00:00","3286","Cliente informado"
"801","1406","2443","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-14 00:00:00","2026-03-15 00:00:00","4935","Entregado"
"802","1952","3674","Cambio de bujía y calibración.","Finalizado","2026-03-13 00:00:00","2026-03-14 00:00:00","638","Cliente informado"
"803","3887","1284","Limpieza de sistema de inyección.","Finalizado","2026-02-28 00:00:00","2026-03-02 00:00:00","3790","Entregado"
"804","1125","1078","Cambio de aceite y filtro.","Finalizado","2026-03-11 00:00:00","2026-03-15 00:00:00","2602","Cliente informado"
"805","4649","3875","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-09 00:00:00","2026-03-09 00:00:00","2874","Entregado"
"806","3826","1482","Reemplazo de pastillas de freno.","Finalizado","2026-03-27 00:00:00","2026-03-30 00:00:00","1310","Cliente informado"
"807","2746","2342","Ajuste de clutch y transmisión.","Finalizado","2026-03-10 00:00:00","2026-03-12 00:00:00","3106","Entregado"
"808","1554","4676","Reemplazo de pastillas de freno.","Finalizado","2026-03-20 00:00:00","2026-03-22 00:00:00","2058","Cliente informado"
"809","1752","4569","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-17 00:00:00","2026-03-21 00:00:00","842","Entregado"
"810","3278","2437","Ajuste y limpieza de carburador.","Finalizado","2026-03-03 00:00:00","2026-03-03 00:00:00","3661","Cliente informado"
"811","4819","1018","Reemplazo de pastillas de freno.","Finalizado","2026-03-26 00:00:00","2026-03-27 00:00:00","3891","Entregado"
"812","4072","3642","Alineación de ruedas y balanceo.","Finalizado","2026-03-05 00:00:00","2026-03-05 00:00:00","2458","Cliente informado"
"813","554","242","Reparación de frenos delanteros.","Finalizado","2026-03-29 00:00:00","2026-04-02 00:00:00","2520","Entregado"
"814","2613","4595","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-11 00:00:00","2026-03-13 00:00:00","4504","Cliente informado"
"815","2977","2733","Reemplazo de pastillas de freno.","Finalizado","2026-03-17 00:00:00","2026-03-21 00:00:00","2960","Entregado"
"816","3803","5209","Limpieza de sistema de inyección.","Entregado","2026-03-12 00:00:00","2026-03-14 00:00:00","4435","Cliente informado"
"817","3590","2974","Diagnóstico de falla de encendido.","Finalizado","2026-03-29 00:00:00","2026-04-02 00:00:00","1874","Entregado"
"818","134","2305","Cambio de llanta trasera.","Finalizado","2026-03-21 00:00:00","2026-03-21 00:00:00","150","Cliente informado"
"819","1957","2129","Cambio de aceite y filtro.","Finalizado","2026-03-23 00:00:00","2026-03-25 00:00:00","1341","Entregado"
"820","2282","5037","Diagnóstico de falla de encendido.","Finalizado","2026-03-24 00:00:00","2026-03-28 00:00:00","5323","Cliente informado"
"821","3368","376","Reparación de frenos delanteros.","Finalizado","2026-03-06 00:00:00","2026-03-07 00:00:00","2006","Entregado"
"822","97","3693","Soldadura de soporte y refuerzo de chasis.","En proceso","2026-03-09 00:00:00","2026-03-13 00:00:00","5274","Cliente informado"
"823","845","4467","Ajuste de clutch y transmisión.","Finalizado","2026-03-05 00:00:00","2026-03-05 00:00:00","2766","Entregado"
"824","4044","1153","Ajuste y limpieza de carburador.","Finalizado","2026-03-21 00:00:00","2026-03-25 00:00:00","3756","Cliente informado"
"825","623","2129","Cambio de llanta trasera.","Finalizado","2026-03-03 00:00:00","2026-03-03 00:00:00","3125","Entregado"
"826","3435","2139","Revisión eléctrica y cambio de batería.","Finalizado","2026-03-03 00:00:00","2026-03-06 00:00:00","4060","Cliente informado"
"827","2532","3999","Reemplazo de pastillas de freno.","Finalizado","2026-03-24 00:00:00","2026-03-25 00:00:00","3881","Entregado"
"828","4969","3990","Cambio de llanta trasera.","Finalizado","2026-03-23 00:00:00","2026-03-26 00:00:00","4292","Cliente informado"
"829","2395","2543","Cambio de bujía y calibración.","Finalizado","2026-03-25 00:00:00","2026-03-25 00:00:00","4297","Entregado"
"830","3267","1097","Diagnóstico de falla de encendido.","Finalizado","2026-03-24 00:00:00","2026-03-24 00:00:00","3443","Cliente informado"
"831","2931","1494","Diagnóstico de falla de encendido.","Finalizado","2026-03-11 00:00:00","2026-03-15 00:00:00","2748","Entregado"
"832","1767","5194","Reparación de suspensión delantera.","Finalizado","2026-03-18 00:00:00","2026-03-20 00:00:00","1279","Cliente informado"
"833","4486","539","Mantenimiento general y ajuste de motor.","Finalizado","2026-03-01 00:00:00","2026-03-04 00:00:00","1605","Entregado"
"834","3709","3907","Reemplazo de pastillas de freno.","Finalizado","2026-03-21 00:00:00","2026-03-22 00:00:00","1499","Cliente informado"
"835","2499","4468","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-23 00:00:00","2026-03-24 00:00:00","3828","Entregado"
"836","3325","2594","Cambio de llanta trasera.","Finalizado","2026-03-11 00:00:00","2026-03-11 00:00:00","4163","Cliente informado"
"837","4939","503","Reparación de suspensión delantera.","Finalizado","2026-03-28 00:00:00","2026-03-30 00:00:00","3785","Entregado"
"838","1862","3441","Ajuste de clutch y transmisión.","Finalizado","2026-03-28 00:00:00","2026-03-30 00:00:00","1841","Cliente informado"
"839","4610","4894","Limpieza de sistema de inyección.","Finalizado","2026-03-10 00:00:00","2026-03-14 00:00:00","5192","Entregado"
"840","3754","4308","Soldadura de soporte y refuerzo de chasis.","Finalizado","2026-03-03 00:00:00","2026-03-03 00:00:00","3225","Cliente informado"
"841","4913","5187","Diagnóstico de falla de encendido.","Finalizado","2026-03-04 00:00:00","2026-03-05 00:00:00","5242","Entregado"
