IdReparacion,IdMoto,IdUsuario,Descripcion,Estado,FechaInicio,FechaFin,Total,Fase
4318,1112,1234,optimización del sistema alternador y luces y verificación completa.,Finalizado,2026-03-15 00:00:00,2026-03-17 00:00:00,6158,Cliente informado
4319,2852,4691,revisión completa de chequeo y chequeo para mejorar rendimiento.,Finalizado,2026-03-03 00:00:00,2026-03-05 00:00:00,3319,Cliente informado
4320,1966,1739,revisión completa de lubricacion y filtro de aceite con pruebas posteriores.,Finalizado,2026-03-07 00:00:00,2026-03-10 00:00:00,1361,Entregado
4321,3304,1765,mantenimiento preventivo en motor y diferencial por falla detectada.,Finalizado,2026-03-24 00:00:00,2026-03-24 00:00:00,6484,Cliente informado
4322,58,3681,revisión completa de pantalla y fibra de carbono para mejorar rendimiento.,Finalizado,2026-03-29 00:00:00,2026-04-02 00:00:00,2058,Cliente informado
4323,967,4338,optimización del sistema alineación y balanceo por falla detectada.,Finalizado,2026-03-04 00:00:00,2026-03-06 00:00:00,1773,Cliente informado
4324,2873,2693,corrección especializada de bujías y revisión debido a desgaste.,Finalizado,2026-03-02 00:00:00,2026-03-05 00:00:00,3758,Cliente informado
4325,902,5131,optimización del sistema niveles y cambio de aceite con pruebas posteriores.,Finalizado,2026-03-25 00:00:00,2026-03-26 00:00:00,3529,Cliente informado
4326,1066,2938,optimización del sistema modificación y potencia con pruebas posteriores.,Finalizado,2026-03-27 00:00:00,2026-03-27 00:00:00,3380,Entregado
4327,4207,3151,diagnóstico y reparación de radiador y pistones debido a desgaste.,Finalizado,2026-03-23 00:00:00,2026-03-13 00:00:00,813,Cliente informado
4328,2314,1378,optimización del sistema inspección y test para mejorar rendimiento.,Finalizado,2026-03-08 00:00:00,2026-03-09 00:00:00,4956,Cliente informado
4329,1087,2469,instalación y calibración de velocidad y luces led para mejorar rendimiento.,Finalizado,2026-03-12 00:00:00,2026-03-12 00:00:00,6270,Entregado
4330,3195,248,corrección especializada de diagnóstico y escaneo incluyendo ajuste final.,Entregado,2026-03-05 00:00:00,2026-03-09 00:00:00,927,Cliente informado
4331,391,2742,servicio integral para problema y chequeo para mejorar rendimiento.,Finalizado,2026-03-29 00:00:00,2026-03-29 00:00:00,3355,Cliente informado
4332,3688,429,inspección avanzada de bomba de agua y transmisión por falla detectada.,Finalizado,2026-03-01 00:00:00,2026-03-04 00:00:00,2702,Cliente informado
4333,397,4584,servicio integral para revisión y chequeo y verificación completa.,Entregado,2026-03-03 00:00:00,2026-03-03 00:00:00,6217,Cliente informado
4334,1791,2788,inspección avanzada de falla y test según solicitud del cliente.,Finalizado,2026-03-25 00:00:00,2026-03-26 00:00:00,3775,Cliente informado
4335,2474,5253,instalación y calibración de transmisión y eje con pruebas posteriores.,Finalizado,2026-03-18 00:00:00,2026-03-21 00:00:00,4847,Cliente informado
4336,3473,214,servicio integral para alerón y fibra de carbono por falla detectada.,Finalizado,2026-03-16 00:00:00,2026-03-06 00:00:00,4272,Entregado
4337,534,2037,diagnóstico y reparación de cambio de aceite y cambio de aceite por falla detectada.,Finalizado,2026-03-28 00:00:00,2026-03-28 00:00:00,4811,Entregado
4338,587,446,servicio integral para inspección y diagnóstico para mejorar rendimiento.,Finalizado,2026-03-28 00:00:00,2026-03-28 00:00:00,1567,Entregado
4339,2675,2783,optimización del sistema frenos y árbol de levas y verificación completa.,Finalizado,2026-03-18 00:00:00,2026-03-20 00:00:00,4487,Cliente informado
4340,3535,3808,ajuste técnico de sensores y motor de arranque según solicitud del cliente.,Finalizado,2026-03-10 00:00:00,2026-03-14 00:00:00,3970,Cliente informado
4341,1573,5279,corrección especializada de alineación y niveles debido a desgaste.,Finalizado,2026-03-11 00:00:00,2026-03-14 00:00:00,680,Entregado
4342,243,3276,revisión completa de reprogramación y chip incluyendo ajuste final.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,6016,Cliente informado
4343,1018,37,servicio integral para gps y cambio color incluyendo ajuste final.,Finalizado,2026-03-29 00:00:00,2026-03-31 00:00:00,2718,Cliente informado
4344,3562,5193,optimización del sistema distribución y diferencial y verificación completa.,Finalizado,2026-03-24 00:00:00,2026-03-24 00:00:00,3868,Entregado
4345,3893,2560,diagnóstico y reparación de culata y carrocería incluyendo ajuste final.,Finalizado,2026-03-03 00:00:00,2026-03-06 00:00:00,847,Cliente informado
4346,4518,4325,optimización del sistema falla y falla por falla detectada.,Finalizado,2026-03-01 00:00:00,2026-03-02 00:00:00,2717,Entregado
4347,3425,4400,ajuste técnico de audio y sonido y verificación completa.,Finalizado,2026-03-04 00:00:00,2026-03-04 00:00:00,5472,Cliente informado
4348,2449,443,inspección avanzada de fallo eléctrico y fallo eléctrico para mejorar rendimiento.,Finalizado,2026-03-17 00:00:00,2026-03-17 00:00:00,1052,Entregado
4349,3814,826,inspección avanzada de encendido y centralita con pruebas posteriores.,Finalizado,2026-03-13 00:00:00,2026-03-14 00:00:00,582,Cliente informado
4350,1901,3769,revisión completa de problema y ruido con pruebas posteriores.,Finalizado,2026-03-25 00:00:00,2026-03-15 00:00:00,1886,Entregado
4351,893,2689,servicio integral para carrocería y caja de cambios debido a desgaste.,Finalizado,2026-03-02 00:00:00,2026-02-20 00:00:00,1713,Entregado
4352,1430,5059,instalación y calibración de alineación y balanceo debido a desgaste.,Finalizado,2026-03-08 00:00:00,2026-03-12 00:00:00,4769,Cliente informado
4353,863,2202,corrección especializada de problema y inspección y verificación completa.,En proceso,2026-03-22 00:00:00,2026-03-24 00:00:00,838,Cliente informado
4354,2106,2203,optimización del sistema sensores y centralita según solicitud del cliente.,Finalizado,2026-03-19 00:00:00,2026-03-23 00:00:00,1765,Cliente informado
4355,758,570,servicio integral para revisión y revisión con pruebas posteriores.,Finalizado,2026-03-26 00:00:00,2026-03-27 00:00:00,3759,Cliente informado
4356,4127,3315,revisión completa de sensores y cableado por falla detectada.,Finalizado,2026-03-29 00:00:00,2026-03-30 00:00:00,4818,Cliente informado
4357,4223,2008,corrección especializada de filtro de aire y cambio de aceite para mejorar rendimiento.,Finalizado,2026-03-19 00:00:00,2026-03-09 00:00:00,2200,Entregado
4358,1805,3628,mantenimiento preventivo en dirección y diferencial según solicitud del cliente.,Finalizado,2026-03-22 00:00:00,2026-03-23 00:00:00,2507,Cliente informado
4359,2613,4595,optimización del sistema polarizado y kit aerodinámico y verificación completa.,Finalizado,2026-03-11 00:00:00,2026-03-13 00:00:00,3359,Cliente informado
4360,4944,2595,corrección especializada de diagnóstico y diagnóstico por falla detectada.,Finalizado,2026-03-03 00:00:00,2026-03-07 00:00:00,1019,Cliente informado
4361,3400,4385,ajuste técnico de inspección y test por falla detectada.,Entregado,2026-03-03 00:00:00,2026-03-06 00:00:00,5060,Cliente informado
4362,3894,1817,corrección especializada de dirección y biela por falla detectada.,En proceso,2026-03-20 00:00:00,2026-03-22 00:00:00,1179,Cliente informado
4363,3893,2560,inspección avanzada de evaluación y inspección según solicitud del cliente.,Finalizado,2026-03-03 00:00:00,2026-03-06 00:00:00,2458,Cliente informado
4364,231,1844,corrección especializada de escaneo y falla para mejorar rendimiento.,Finalizado,2026-03-18 00:00:00,2026-03-21 00:00:00,2696,Cliente informado
4365,3979,4752,servicio integral para fibra de carbono y custom para mejorar rendimiento.,Finalizado,2026-03-18 00:00:00,2026-03-21 00:00:00,4510,Entregado
4366,844,4307,revisión completa de custom y custom incluyendo ajuste final.,Finalizado,2026-03-02 00:00:00,2026-03-06 00:00:00,2468,Cliente informado
4367,3118,1347,diagnóstico y reparación de custom y turbo por falla detectada.,Finalizado,2026-03-12 00:00:00,2026-03-13 00:00:00,2837,Cliente informado
4368,1732,3477,mantenimiento preventivo en ruido y problema por falla detectada.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,2152,Cliente informado
4369,52,2859,diagnóstico y reparación de bujías y filtro de aceite para mejorar rendimiento.,Finalizado,2026-03-29 00:00:00,2026-03-30 00:00:00,5647,Cliente informado
4370,4443,2716,servicio integral para ruido y chequeo y verificación completa.,Finalizado,2026-03-11 00:00:00,2026-03-13 00:00:00,3515,Cliente informado
4371,4913,5187,corrección especializada de frenos y árbol de levas con pruebas posteriores.,Finalizado,2026-03-04 00:00:00,2026-03-05 00:00:00,2360,Entregado
4372,1401,2283,corrección especializada de diagnóstico y inspección y verificación completa.,Finalizado,2026-03-13 00:00:00,2026-03-15 00:00:00,6018,Entregado
4373,357,301,mantenimiento preventivo en filtro de aire y lubricacion por falla detectada.,Finalizado,2026-03-24 00:00:00,2026-03-24 00:00:00,4064,Cliente informado
4374,4344,2673,corrección especializada de pistones y culata y verificación completa.,Finalizado,2026-03-27 00:00:00,2026-03-31 00:00:00,6098,Entregado
4375,4421,3643,servicio integral para performance y pantalla y verificación completa.,Finalizado,2026-02-28 00:00:00,2026-03-04 00:00:00,1205,Cliente informado
4376,68,5160,instalación y calibración de escaneo y chequeo según solicitud del cliente.,Finalizado,2026-03-25 00:00:00,2026-03-27 00:00:00,898,Entregado
4377,788,2774,mantenimiento preventivo en alternador y fallo eléctrico por falla detectada.,Finalizado,2026-03-07 00:00:00,2026-03-09 00:00:00,4465,Cliente informado
4378,273,460,corrección especializada de inspección y revisión general y verificación completa.,Finalizado,2026-03-20 00:00:00,2026-03-24 00:00:00,752,Entregado
4379,2016,1369,instalación y calibración de cambio color y sensores de estacionamiento debido a desgaste.,Finalizado,2026-03-02 00:00:00,2026-03-04 00:00:00,5738,Entregado
4380,3262,1103,corrección especializada de audio y turbo por falla detectada.,Finalizado,2026-03-20 00:00:00,2026-03-21 00:00:00,5281,Cliente informado
4381,4666,3999,corrección especializada de bomba de agua y biela según solicitud del cliente.,Finalizado,2026-03-14 00:00:00,2026-03-16 00:00:00,2507,Cliente informado
4382,3349,3967,corrección especializada de pintar carroceria y cambio color debido a desgaste.,Finalizado,2026-03-15 00:00:00,2026-03-18 00:00:00,3395,Cliente informado
4383,4068,1264,instalación y calibración de problema y chequeo incluyendo ajuste final.,En proceso,2026-03-26 00:00:00,2026-03-26 00:00:00,2906,Cliente informado
4384,3473,214,revisión completa de ruido y test por falla detectada.,Finalizado,2026-03-16 00:00:00,2026-03-06 00:00:00,6059,Entregado
4385,682,2567,mantenimiento preventivo en fallo eléctrico y centralita y verificación completa.,Finalizado,2026-03-26 00:00:00,2026-03-16 00:00:00,4250,Entregado
4386,3024,6,servicio integral para caja de cambios y caja de cambios para mejorar rendimiento.,Finalizado,2026-03-08 00:00:00,2026-03-10 00:00:00,6276,Cliente informado
4387,1436,2188,revisión completa de frenos y suspensión con pruebas posteriores.,Finalizado,2026-03-01 00:00:00,2026-03-04 00:00:00,6019,Cliente informado
4388,1271,3663,ajuste técnico de alternador y fallo eléctrico incluyendo ajuste final.,Finalizado,2026-03-08 00:00:00,2026-03-08 00:00:00,3497,Entregado
4389,2449,1778,revisión completa de reprogramación y fibra de carbono y verificación completa.,Finalizado,2026-03-04 00:00:00,2026-02-22 00:00:00,4107,Cliente informado
4390,2045,5081,inspección avanzada de diagnóstico y falla incluyendo ajuste final.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,1845,Cliente informado
4391,1869,68,mantenimiento preventivo en cambio de aceite y cambio de aceite incluyendo ajuste final.,Finalizado,2026-03-14 00:00:00,2026-03-14 00:00:00,5005,Cliente informado
4392,2053,1051,corrección especializada de chequeo y alineación por falla detectada.,En proceso,2026-03-17 00:00:00,2026-03-19 00:00:00,1175,Cliente informado
4393,4406,4924,servicio integral para filtro de aire y bujías debido a desgaste.,En proceso,2026-03-11 00:00:00,2026-03-15 00:00:00,2014,Entregado
4394,4354,3217,revisión completa de escaneo y escaneo con pruebas posteriores.,Finalizado,2026-03-07 00:00:00,2026-02-25 00:00:00,5803,Cliente informado
4395,1006,4570,revisión completa de radiador y amortiguadores con pruebas posteriores.,Finalizado,2026-03-03 00:00:00,2026-03-07 00:00:00,3721,Cliente informado
4396,3587,4379,diagnóstico y reparación de distribución y radiador y verificación completa.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,5420,Cliente informado
4397,1785,3695,optimización del sistema embrague y amortiguadores incluyendo ajuste final.,Finalizado,2026-03-08 00:00:00,2026-03-11 00:00:00,3750,Cliente informado
4398,2968,936,servicio integral para lubricacion y filtro de aceite incluyendo ajuste final.,Finalizado,2026-03-12 00:00:00,2026-03-13 00:00:00,2287,Entregado
4399,3570,2827,mantenimiento preventivo en performance y cromado por falla detectada.,Finalizado,2026-03-17 00:00:00,2026-03-21 00:00:00,2488,Cliente informado
4400,4334,192,revisión completa de llantas deportivas y alerón por falla detectada.,Finalizado,2026-03-16 00:00:00,2026-03-19 00:00:00,5362,Entregado
4401,1401,1351,ajuste técnico de inspección y falla y verificación completa.,Finalizado,2026-03-28 00:00:00,2026-03-29 00:00:00,1214,Entregado
4402,394,2439,mantenimiento preventivo en caja de cambios y bomba de agua con pruebas posteriores.,Finalizado,2026-03-27 00:00:00,2026-03-31 00:00:00,1119,Entregado
4403,1524,940,revisión completa de amortiguadores y pistones por falla detectada.,Finalizado,2026-03-02 00:00:00,2026-03-03 00:00:00,5611,Cliente informado
4404,1673,938,instalación y calibración de reprogramación y alerón por falla detectada.,Finalizado,2026-03-15 00:00:00,2026-03-17 00:00:00,2630,Entregado
4405,4900,560,instalación y calibración de turbo y fibra de carbono por falla detectada.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,1476,Cliente informado
4406,4939,503,ajuste técnico de alineación y balanceo según solicitud del cliente.,Finalizado,2026-03-28 00:00:00,2026-03-30 00:00:00,3111,Entregado
4407,3118,1347,ajuste técnico de reprogramación y cámara según solicitud del cliente.,Finalizado,2026-03-12 00:00:00,2026-03-13 00:00:00,4346,Cliente informado
4408,25,826,diagnóstico y reparación de caja de cambios y bomba de agua con pruebas posteriores.,Finalizado,2026-03-22 00:00:00,2026-03-22 00:00:00,4858,Entregado
4409,356,5311,servicio integral para balanceo y chequeo incluyendo ajuste final.,Finalizado,2026-03-04 00:00:00,2026-03-08 00:00:00,2101,Entregado
4410,1920,4634,inspección avanzada de revisión general y evaluación debido a desgaste.,Finalizado,2026-03-10 00:00:00,2026-03-14 00:00:00,6118,Entregado
4411,696,537,inspección avanzada de motor de arranque y encendido debido a desgaste.,Finalizado,2026-03-27 00:00:00,2026-03-28 00:00:00,1813,Cliente informado
4412,4489,3051,diagnóstico y reparación de transmisión y amortiguadores y verificación completa.,Finalizado,2026-03-15 00:00:00,2026-03-17 00:00:00,4686,Entregado
4413,3633,4118,corrección especializada de balanceo y bujías según solicitud del cliente.,Finalizado,2026-03-26 00:00:00,2026-03-27 00:00:00,758,Cliente informado
4414,4650,3408,ajuste técnico de diferencial y motor y verificación completa.,Finalizado,2026-03-08 00:00:00,2026-03-09 00:00:00,1355,Entregado
4415,4911,2328,inspección avanzada de test y inspección y verificación completa.,Finalizado,2026-03-27 00:00:00,2026-03-28 00:00:00,522,Cliente informado
4416,4017,3408,instalación y calibración de balanceo y lubricacion incluyendo ajuste final.,Finalizado,2026-03-23 00:00:00,2026-03-23 00:00:00,4432,Cliente informado
4417,2402,1284,optimización del sistema luces y motor de arranque debido a desgaste.,Finalizado,2026-03-06 00:00:00,2026-03-09 00:00:00,5089,Entregado
4418,3750,595,instalación y calibración de revisión general y chequeo según solicitud del cliente.,Finalizado,2026-03-02 00:00:00,2026-03-04 00:00:00,6381,Cliente informado
4419,160,5177,inspección avanzada de escape deportivo y potencia por falla detectada.,En proceso,2026-03-18 00:00:00,2026-03-18 00:00:00,2169,Entregado
4420,762,2527,servicio integral para niveles y cambio de aceite por falla detectada.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,3113,Cliente informado
4421,4416,773,inspección avanzada de sistema eléctrico y motor de arranque para mejorar rendimiento.,Finalizado,2026-03-07 00:00:00,2026-03-10 00:00:00,3067,Entregado
4422,1046,2124,optimización del sistema chequeo y diagnóstico incluyendo ajuste final.,Finalizado,2026-03-23 00:00:00,2026-03-24 00:00:00,4262,Cliente informado
4423,4782,1361,servicio integral para filtro de aceite y revisión debido a desgaste.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,5930,Entregado
4424,4927,60,ajuste técnico de bujías y balanceo para mejorar rendimiento.,Finalizado,2026-02-28 00:00:00,2026-02-28 00:00:00,2882,Cliente informado
4425,2225,1079,instalación y calibración de chequeo y chequeo y verificación completa.,Finalizado,2026-03-11 00:00:00,2026-03-01 00:00:00,5644,Entregado
4426,3191,376,ajuste técnico de revisión y bujías incluyendo ajuste final.,Finalizado,2026-03-23 00:00:00,2026-03-25 00:00:00,1362,Entregado
4427,1988,1627,ajuste técnico de luces y luces incluyendo ajuste final.,Finalizado,2026-03-29 00:00:00,2026-03-30 00:00:00,2074,Cliente informado
4428,3417,4432,corrección especializada de motor de arranque y encendido por falla detectada.,Finalizado,2026-03-29 00:00:00,2026-03-31 00:00:00,2732,Entregado
4429,4464,1935,servicio integral para test y evaluación para mejorar rendimiento.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,1487,Cliente informado
4430,4099,130,mantenimiento preventivo en embrague y árbol de levas debido a desgaste.,Finalizado,2026-03-29 00:00:00,2026-04-01 00:00:00,3946,Cliente informado
4431,4794,4493,ajuste técnico de filtro de aceite y cambio de aceite con pruebas posteriores.,Finalizado,2026-03-02 00:00:00,2026-03-06 00:00:00,3383,Cliente informado
4432,3887,1284,inspección avanzada de biela y distribución por falla detectada.,Finalizado,2026-02-28 00:00:00,2026-03-02 00:00:00,1361,Entregado
4433,2481,2099,ajuste técnico de turbo y frenos deportivos con pruebas posteriores.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,3492,Entregado
4434,4806,3666,ajuste técnico de escaneo y diagnóstico por falla detectada.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,655,Entregado
4435,1344,1765,servicio integral para lubricacion y alineación incluyendo ajuste final.,Finalizado,2026-03-09 00:00:00,2026-03-13 00:00:00,5927,Cliente informado
4436,638,748,ajuste técnico de diferencial y distribución por falla detectada.,Finalizado,2026-03-08 00:00:00,2026-03-09 00:00:00,3334,Cliente informado
4437,3464,4605,corrección especializada de biela y embrague con pruebas posteriores.,Finalizado,2026-03-06 00:00:00,2026-03-06 00:00:00,1516,Cliente informado
4438,4801,4467,optimización del sistema balanceo y alineación con pruebas posteriores.,Finalizado,2026-03-17 00:00:00,2026-03-07 00:00:00,5279,Cliente informado
4439,3120,3336,corrección especializada de sensores y fallo eléctrico para mejorar rendimiento.,Finalizado,2026-03-09 00:00:00,2026-03-10 00:00:00,5844,Cliente informado
4440,3349,3967,ajuste técnico de revisión general y problema debido a desgaste.,Finalizado,2026-03-15 00:00:00,2026-03-18 00:00:00,1194,Cliente informado
4441,2848,4660,ajuste técnico de sonido y fibra de carbono debido a desgaste.,Finalizado,2026-03-22 00:00:00,2026-03-25 00:00:00,3939,Cliente informado
4442,2023,3306,diagnóstico y reparación de amortiguadores y amortiguadores para mejorar rendimiento.,Finalizado,2026-03-04 00:00:00,2026-03-05 00:00:00,1760,Cliente informado
4443,3400,4385,corrección especializada de ruido y problema según solicitud del cliente.,Entregado,2026-03-03 00:00:00,2026-03-06 00:00:00,1006,Cliente informado
4444,2546,4762,mantenimiento preventivo en custom y frenos deportivos con pruebas posteriores.,Finalizado,2026-03-13 00:00:00,2026-03-17 00:00:00,5000,Cliente informado
4445,1336,3821,servicio integral para cableado y centralita para mejorar rendimiento.,Finalizado,2026-03-20 00:00:00,2026-03-24 00:00:00,610,Entregado
4446,3239,273,diagnóstico y reparación de inspección y ruido para mejorar rendimiento.,Finalizado,2026-03-07 00:00:00,2026-03-11 00:00:00,1283,Cliente informado
4447,4920,1858,optimización del sistema potencia y polarizado y verificación completa.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,6022,Entregado
4448,3344,125,corrección especializada de cambio de aceite y filtro de aceite incluyendo ajuste final.,Finalizado,2026-03-08 00:00:00,2026-03-08 00:00:00,1312,Entregado
4449,4364,4866,inspección avanzada de embrague y distribución según solicitud del cliente.,Finalizado,2026-03-11 00:00:00,2026-03-12 00:00:00,4484,Entregado
4450,3124,1096,instalación y calibración de potencia y llantas deportivas y verificación completa.,Finalizado,2026-03-11 00:00:00,2026-03-12 00:00:00,6419,Entregado
4451,3557,4343,revisión completa de sistema eléctrico y sistema eléctrico según solicitud del cliente.,Finalizado,2026-03-12 00:00:00,2026-03-15 00:00:00,5139,Entregado
4452,3863,2714,optimización del sistema personalización y personalización para mejorar rendimiento.,Finalizado,2026-03-03 00:00:00,2026-03-05 00:00:00,745,Cliente informado
4453,2520,817,optimización del sistema cigüeñal y amortiguadores para mejorar rendimiento.,Finalizado,2026-03-05 00:00:00,2026-03-09 00:00:00,1322,Entregado
4454,1221,1536,instalación y calibración de sensores y batería según solicitud del cliente.,Entregado,2026-03-09 00:00:00,2026-03-09 00:00:00,2369,Cliente informado
4455,2458,2190,servicio integral para chequeo y niveles debido a desgaste.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,6305,Cliente informado
4456,3275,788,inspección avanzada de cableado y fallo eléctrico debido a desgaste.,Finalizado,2026-03-06 00:00:00,2026-03-10 00:00:00,5364,Cliente informado
4457,134,2305,ajuste técnico de inspección y test para mejorar rendimiento.,Finalizado,2026-03-21 00:00:00,2026-03-21 00:00:00,5508,Cliente informado
4458,2922,599,diagnóstico y reparación de embrague y motor para mejorar rendimiento.,Finalizado,2026-03-14 00:00:00,2026-03-04 00:00:00,4278,Cliente informado
4459,2881,1593,revisión completa de transmisión y radiador por falla detectada.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,5672,Entregado
4460,4234,4130,instalación y calibración de pistones y caja de cambios por falla detectada.,Finalizado,2026-03-06 00:00:00,2026-03-07 00:00:00,6270,Entregado
4461,3651,15,mantenimiento preventivo en potencia y potencia con pruebas posteriores.,Finalizado,2026-03-07 00:00:00,2026-03-08 00:00:00,6026,Cliente informado
4462,1688,396,optimización del sistema problema y inspección para mejorar rendimiento.,Finalizado,2026-03-23 00:00:00,2026-03-27 00:00:00,3153,Cliente informado
4463,4419,2732,inspección avanzada de motor y bomba de agua incluyendo ajuste final.,Finalizado,2026-03-20 00:00:00,2026-03-24 00:00:00,4397,Cliente informado
4464,2529,4751,revisión completa de carrocería y diferencial según solicitud del cliente.,Finalizado,2026-03-01 00:00:00,2026-02-19 00:00:00,5457,Entregado
4465,1573,5279,instalación y calibración de transmisión y bomba de agua incluyendo ajuste final.,Finalizado,2026-03-11 00:00:00,2026-03-14 00:00:00,1146,Entregado
4466,3977,4270,servicio integral para problema y escaneo con pruebas posteriores.,Finalizado,2026-03-19 00:00:00,2026-03-20 00:00:00,1688,Entregado
4467,3958,3798,diagnóstico y reparación de escape deportivo y suspensión deportiva para mejorar rendimiento.,Finalizado,2026-03-18 00:00:00,2026-03-08 00:00:00,1853,Entregado
4468,2146,3659,corrección especializada de bujías y filtro de aceite y verificación completa.,Finalizado,2026-03-05 00:00:00,2026-03-06 00:00:00,6289,Entregado
4469,4415,656,ajuste técnico de estético y actualización de software con pruebas posteriores.,Finalizado,2026-03-01 00:00:00,2026-03-03 00:00:00,1275,Entregado
4470,758,570,ajuste técnico de pintar carroceria y actualización de software debido a desgaste.,Finalizado,2026-03-26 00:00:00,2026-03-27 00:00:00,4878,Cliente informado
4471,1911,4257,corrección especializada de diagnóstico y problema debido a desgaste.,Finalizado,2026-03-21 00:00:00,2026-03-11 00:00:00,5390,Entregado
4472,2144,4165,inspección avanzada de problema y revisión general para mejorar rendimiento.,Finalizado,2026-03-08 00:00:00,2026-03-09 00:00:00,4292,Entregado
4473,783,192,servicio integral para motor de arranque y sistema eléctrico por falla detectada.,Finalizado,2026-03-01 00:00:00,2026-03-04 00:00:00,2033,Cliente informado
4474,4674,4810,ajuste técnico de pantalla y custom para mejorar rendimiento.,Finalizado,2026-03-12 00:00:00,2026-03-02 00:00:00,6002,Entregado
4475,829,1334,ajuste técnico de estético y audio con pruebas posteriores.,Finalizado,2026-03-13 00:00:00,2026-03-16 00:00:00,5249,Entregado
4476,1795,4343,servicio integral para evaluación y test para mejorar rendimiento.,Finalizado,2026-03-29 00:00:00,2026-03-31 00:00:00,6053,Cliente informado
4477,4120,995,ajuste técnico de frenos deportivos y polarizado según solicitud del cliente.,Finalizado,2026-03-18 00:00:00,2026-03-20 00:00:00,6445,Cliente informado
4478,4409,5122,ajuste técnico de sensores y encendido con pruebas posteriores.,Finalizado,2026-03-24 00:00:00,2026-03-25 00:00:00,1731,Entregado
4479,161,1051,instalación y calibración de batería y alternador con pruebas posteriores.,Finalizado,2026-03-28 00:00:00,2026-03-28 00:00:00,5146,Cliente informado
4480,4099,130,servicio integral para escaneo y inspección según solicitud del cliente.,Finalizado,2026-03-29 00:00:00,2026-04-01 00:00:00,4069,Cliente informado
4481,2538,3262,instalación y calibración de centralita y batería según solicitud del cliente.,Finalizado,2026-03-14 00:00:00,2026-03-18 00:00:00,2181,Entregado
4482,4072,3642,diagnóstico y reparación de bujías y revisión para mejorar rendimiento.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,2762,Cliente informado
4483,2663,1801,mantenimiento preventivo en frenos y distribución incluyendo ajuste final.,Finalizado,2026-03-12 00:00:00,2026-03-12 00:00:00,1059,Entregado
4484,1279,3947,optimización del sistema escaneo y test y verificación completa.,Finalizado,2026-03-20 00:00:00,2026-03-20 00:00:00,548,Cliente informado
4485,391,2742,servicio integral para estético y calipers para mejorar rendimiento.,Finalizado,2026-03-29 00:00:00,2026-03-29 00:00:00,687,Cliente informado
4486,3604,5322,ajuste técnico de test y evaluación incluyendo ajuste final.,Finalizado,2026-03-24 00:00:00,2026-03-26 00:00:00,1938,Cliente informado
4487,466,331,optimización del sistema chequeo y escaneo para mejorar rendimiento.,Finalizado,2026-03-10 00:00:00,2026-03-10 00:00:00,5925,Cliente informado
4488,4106,2717,diagnóstico y reparación de diferencial y carrocería y verificación completa.,Finalizado,2026-03-21 00:00:00,2026-03-22 00:00:00,5438,Entregado
4489,2977,2733,optimización del sistema amortiguadores y distribución con pruebas posteriores.,Finalizado,2026-03-17 00:00:00,2026-03-21 00:00:00,4110,Entregado
4490,3031,3545,mantenimiento preventivo en culata y suspensión incluyendo ajuste final.,Finalizado,2026-03-15 00:00:00,2026-03-05 00:00:00,5439,Cliente informado
4491,2257,4992,servicio integral para batería y motor de arranque para mejorar rendimiento.,Finalizado,2026-03-25 00:00:00,2026-03-25 00:00:00,4186,Entregado
4492,1704,305,inspección avanzada de escape deportivo y polarizado por falla detectada.,Finalizado,2026-03-28 00:00:00,2026-03-29 00:00:00,6312,Cliente informado
4493,4146,1331,mantenimiento preventivo en performance y luces led con pruebas posteriores.,Finalizado,2026-03-04 00:00:00,2026-03-06 00:00:00,813,Entregado
4494,4072,3642,corrección especializada de fallo eléctrico y sistema eléctrico por falla detectada.,Finalizado,2026-03-05 00:00:00,2026-03-05 00:00:00,1042,Cliente informado
4495,485,1384,servicio integral para test y ruido según solicitud del cliente.,Finalizado,2026-03-26 00:00:00,2026-03-30 00:00:00,5022,Entregado
4496,4455,3528,optimización del sistema bujías y alineación por falla detectada.,Finalizado,2026-03-20 00:00:00,2026-03-20 00:00:00,3751,Cliente informado
4497,2486,93,instalación y calibración de sonido y kit aerodinámico con pruebas posteriores.,Finalizado,2026-03-09 00:00:00,2026-03-11 00:00:00,5540,Cliente informado
4498,2004,936,corrección especializada de frenos deportivos y modificación debido a desgaste.,Finalizado,2026-03-14 00:00:00,2026-03-14 00:00:00,4929,Entregado
4499,2016,4735,servicio integral para bomba de agua y culata según solicitud del cliente.,Finalizado,2026-03-04 00:00:00,2026-03-04 00:00:00,4836,Entregado
